diff_LIX,diff_RIX,diff_REL,diff_KandelMoles,diff_Mesnager,diff_characters_per_word,diff_syll_per_word,diff_words_per_sentence,diff_sentences_per_paragraph,diff_type_token_ratio,diff_directspeech_ratio,diff_characters,diff_syllables,diff_words,diff_wordtypes,diff_sentences,diff_long_words,diff_complex_words,diff_complex_words_mes,diff_tobeverb,diff_auxverb,diff_conjunction,diff_preposition,diff_nominalization,diff_subordination,diff_article,diff_pronoun,diff_interrogative
-9.77777777777778,-5.0,19.267407407407404,20.34814814814817,-4.493827160493826,-0.0592592592592593,-0.0962962962962963,-12.0,0.0,0.0888888888888889,0.0,-68.0,-25.0,-12.0,-8.0,0.0,-5.0,-4.0,-5.0,0.0,0.0,0.0,-3.0,-2.0,0.0,-2.0,0.0,0.0
0.6153846153846132,0.0,0.474358974358978,1.287179487179472,0.034188034188034,0.2461538461538461,0.0487179487179487,-4.0,0.0,0.0564102564102564,0.0,-14.0,-5.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0
16.62365591397848,6.0,-26.731881720430124,-27.598387096774204,11.45519713261649,0.256720430107527,0.174731182795699,13.666666666666666,0.0,0.0456989247311827,0.6666666666666667,-32.0,-8.0,-7.0,-5.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0
-17.07099391480731,-5.0,16.360121703853977,17.66206896551722,0.4624746450304258,-0.2799188640973638,-0.0567951318458419,-12.0,0.0,0.0202839756592292,0.0,-66.0,-20.0,-12.0,-10.0,0.0,-5.0,0.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0
2.281045751633989,0.0,-7.598921568627446,-6.950000000000017,1.1960784313725483,0.359477124183007,0.107843137254902,-0.333333333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.105769230769226,-3.0,12.915769230769229,15.96538461538465,-9.53846153846154,0.072115384615385,0.0865384615384614,-19.0,0.0,0.0480769230769231,0.0,-81.0,-25.0,-19.0,-16.0,0.0,-3.0,-2.0,-3.0,0.0,0.0,-1.0,-2.0,-3.0,-2.0,-4.0,1.0,0.0
4.75,1.0,-0.095000000000013,-0.3000000000000113,7.833333333333329,0.3083333333333335,-0.0124999999999999,1.0,0.0,0.0749999999999999,0.0,-73.0,-24.0,-14.0,-10.0,-1.0,-5.0,-4.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-2.0,0.0,0.0
-7.38095238095238,-3.0,-5.22023809523813,-3.761904761904759,10.23809523809524,0.1636904761904762,0.1398809523809525,-5.0,0.0,0.1130952380952381,0.0,-30.0,-8.0,-5.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
0.5840407470288653,-1.0,7.183938879456719,7.486247877758913,1.1567628749292602,0.0560271646859078,-0.0424448217317487,-4.000000000000001,0.0,0.1086587436332766,-0.3333333333333333,-57.0,-19.0,-12.0,-8.0,0.0,-3.0,-2.0,-2.0,-1.0,0.0,0.0,-3.0,-2.0,0.0,0.0,0.0,0.0
-11.805194805194809,-5.5,18.210844155844143,20.433116883116867,-3.71861471861472,-0.2077922077922078,-0.0129870129870131,-17.0,0.0,0.0357142857142857,0.0,-38.0,-11.0,-6.0,-5.0,1.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
-15.296703296703306,-6.0,17.032747252747214,18.283516483516493,-5.098901098901102,-0.2280219780219781,-0.0659340659340659,-12.0,0.0,-0.0274725274725274,0.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.089743589743591,1.0,-6.934102564102588,-5.982051282051273,0.6153846153846132,0.3589743589743595,0.1217948717948718,-2.0,0.0,0.0384615384615384,0.0,0.0,0.0,-2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
